url_len,@,?,-,=,.,#,%,+,$,!,*,",",//,abnormal_url,https,digits,letters,Shortining_Service,having_ip_address,web_ext_ratio,web_unique_domains,web_favicon,web_csp,web_xframe,web_hsts,web_xcontent,web_security_score,web_forms_count,web_password_fields,web_hidden_inputs,web_has_login,web_ssl_valid,web_ext_ratio,web_unique_domains,web_favicon,web_csp,web_xframe,web_hsts,web_xcontent,web_security_score,web_forms_count,web_password_fields,web_hidden_inputs,web_has_login,web_ssl_valid,phish_urgency_words,phish_security_words,phish_brand_mentions,phish_brand_hijack,phish_multiple_subdomains,phish_long_path,phish_many_params,phish_suspicious_tld,domain_ngram_entropy,path_depth,path_entropy,subdomain_count,avg_subdomain_len,consonant_ratio,vowel_ratio,digit_ratio,avg_token_length,token_count,label
14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.807354922,0,0,0,0,0,6,2,0
18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.503258335,0,0,0,0,0,8,2,0
16,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0,0,0,0,0,4.333333333,3,0
35,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.990017217,0,0,0,0,0,6.2,5,0
44,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.896291529,0,0,0,0,0.090909091,7.8,5,0
25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.89366069,0,0,0,0,0,4.2,5,0
72,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.767234467,0,0,0,0,0.083333333,4.692307692,13,0
51,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.457245568,0,0,0,0,0.117647059,6.428571429,7,0
31,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.953565665,0,0,0,0,0,5.4,5,0
75,0,1,0,4,2,0,0,0,0,0,0,0,1,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.321928095,1,3.121928095,0,0,0.636363636,0.272727273,0.04,4.285714286,14,1
19,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.536886724,0,0,0,0,0,5.333333333,3,0
57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.012004927,0,0,0,0,0,7,7,0
83,0,0,4,0,2,0,0,5,0,0,0,0,0,1,0,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5.150355811,0,0,0,0,0.120481928,3.941176471,17,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.721928095,0,0,0,0,0,6,3,0
100,0,1,8,1,1,0,0,0,0,0,0,0,1,0,1,0,83,0,0,0.212765957,2,1,0,0,0,1,1,2,0,0,0,1,0.212765957,2,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,3,3,4.267734317,0,0,0.666666667,0.222222222,0,5.533333333,15,0
17,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013070929,0,0,0,0,0,5,3,2
27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.014146761,0,0,0,0,0.037037037,3.833333333,6,0
31,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3.953565665,0,0,0,0,0.032258065,5.6,5,0
54,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.305245374,0,0,0,0,0.037037037,4.4,10,0
115,0,1,5,5,3,0,0,0,0,0,0,0,1,0,0,21,69,0,0,0.041666667,1,0,0,0,0,0,0,2,0,0,0,0,0.041666667,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3.807354922,1,3.121928095,1,4,0.666666667,0.2,0.182608696,3.75,24,1
106,0,0,11,0,2,0,0,0,0,0,0,0,0,1,0,9,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4.351511868,0,0,0,0,0.08490566,4.888888889,18,0
47,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.985469576,0,0,0,0,0,5.857142857,7,0
17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.734521665,0,0,0,0,0,7.5,2,0
39,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0.032258065,1,0,0,0,0,1,1,2,0,14,0,0,0.032258065,1,0,0,0,0,1,1,2,0,14,0,0,0,0,0,0,0,0,0,0,2.584962501,2,3.57366069,0,0,0.428571429,0.428571429,0,5.333333333,6,1
28,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4.021640636,0,0,0,0,0,6.25,4,0
148,0,1,6,5,2,0,0,0,0,0,0,0,1,0,0,7,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.623516641,1,3.121928095,0,0,0.518518519,0.444444444,0.047297297,5.125,24,1
39,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.039211537,0,0,0,0,0,4.571428571,7,0
67,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4.315339564,0,0,0,0,0,6.555555556,9,0
30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.306890596,0,0,0,0,0,6.75,4,0
25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.399079571,0,0,0,0,0,11.5,2,0
116,0,0,11,0,2,0,0,0,0,0,0,0,1,0,0,12,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.142664356,4,4.433300597,1,14,0.6,0.3,0.103448276,5.052631579,19,1
30,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.788754914,0,0,0,0,0.133333333,4.166666667,6,0
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.964638757,0,0,0,0,0,5.5,6,0
17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.499227547,0,0,0,0,0,7.5,2,0
17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4548224,0,0,0,0,0,8,2,2
85,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.169925001,4,4.248683253,0,0,0.473684211,0.421052632,0,6,12,1
24,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.855388542,0,0,0,0,0,5,4,0
93,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.741035432,0,0,0,0,0.032258065,4.263157895,19,0
55,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,45,0,0,0.111111111,3,1,0,0,0,0,0,1,0,0,0,0,0.111111111,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.807354922,4,3.84712821,1,8,0.466666667,0.4,0,5,9,1
45,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4.523561956,1,3.664497779,1,17,0.5,0.416666667,0,6.333333333,6,1
38,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.838039817,0,0,0,0,0.210526316,5.5,6,0
141,0,1,1,2,1,0,2,6,0,0,0,0,1,0,0,2,117,0,0,0.45,2,1,1,1,0,1,3,3,0,3,0,0,0.45,2,1,1,1,0,1,3,3,0,3,0,0,0,0,0,0,0,0,1,0,3.807354922,3,3.874644526,0,0,0.533333333,0.4,0.014184397,5.409090909,22,0
27,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.208410187,0,0,0,0,0.111111111,3.833333333,6,0
53,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.442279596,0,0,0,0,0.018867925,7,7,0
22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.663532755,0,0,0,0,0,10,2,0
112,0,1,0,6,4,0,0,0,0,0,0,0,1,0,0,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.087462841,1,3.121928095,1,12,0.555555556,0.333333333,0.026785714,4.55,20,1
46,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.087462841,1,3.653756708,0,0,0.5,0.388888889,0,4.625,8,1
20,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.546439345,0,0,0,0,0,4.25,4,0
122,0,1,0,1,7,0,0,0,0,0,0,0,1,0,0,27,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.459431619,2,4.361411014,0,0,0.583333333,0.333333333,0.221311475,3.785714286,28,0
19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.536886724,0,0,0,0,0,8.5,2,0
15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.506890596,0,0,0,0,0,6.5,2,0
33,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807354922,1,3.459431619,0,0,0.533333333,0.4,0,5.4,5,1
42,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,34,0,0,0.842105263,2,0,0,0,0,0,0,0,0,0,0,0,0.842105263,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.906890596,1,3.616348566,1,9,0.5625,0.3125,0,4.857142857,7,1
72,0,0,8,0,2,0,0,0,0,0,0,0,0,1,0,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4.443483855,0,0,0,0,0.097222222,4.214285714,14,0
42,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.989898095,0,0,0,0,0.166666667,6.166666667,6,0
76,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4.303692324,0,0,0,0,0.065789474,4.428571429,14,0
86,0,1,3,2,2,0,0,0,0,0,0,0,0,1,0,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4.118384965,0,0,0,0,0.104651163,5.692307692,13,0
68,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584962501,5,4.280187699,0,0,0.538461538,0.384615385,0.044117647,3.785714286,14,3
35,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.277613437,2,3.5,0,0,0.583333333,0.333333333,0.057142857,3.375,8,1
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.362507471,0,0,0,0,0.090909091,5.285714286,7,0
49,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,4.639721323,0,0,0,0,0.204081633,5.25,8,0
119,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,8,90,0,0,0.13253012,6,1,1,1,1,1,4,1,0,0,0,0,0.13253012,6,1,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,3.546593564,5,4.452236984,0,0,0.714285714,0.214285714,0.067226891,5.157894737,19,0
76,0,1,0,4,2,0,0,0,0,0,0,0,1,0,0,3,58,0,0,0.014285714,1,1,0,0,0,0,0,1,0,0,0,0,0.014285714,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.459431619,1,3.121928095,0,0,0.666666667,0.25,0.039473684,4.357142857,14,1
153,0,1,0,8,4,0,0,0,0,0,0,0,1,0,0,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.321928095,1,3.277613437,0,0,0.428571429,0.523809524,0.032679739,4.464285714,28,1
20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.646439345,0,0,0,0,0,9,2,0
11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.277613437,0,0,0,0,0,5,2,2
32,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.965018266,0,0,0,0,0.09375,4.666666667,6,0
47,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.469066511,0,0,0,0,0.085106383,5.857142857,7,0
51,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.113916647,0,0,0,0,0,5.5,8,0
35,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.321721231,0,0,0,0,0.171428571,4.285714286,7,0
36,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.974937501,0,0,0,0,0,6.4,5,0
51,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.8125,1,3.277613437,5,3.8,0.454545455,0.333333333,0,3.545454545,11,2
47,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,4.47949683,0,0,0,0,0.212765957,7,6,0
26,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.378783493,0,0,0,0,0.153846154,5.5,4,0
116,0,0,14,0,1,0,0,0,0,0,0,0,1,0,0,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.584962501,3,4.20357755,0,0,0.571428571,0.285714286,0.043103448,4.75,20,0
88,0,2,2,2,6,0,2,0,0,0,0,0,2,0,0,8,53,0,0,0.2,3,0,0,0,1,0,1,1,1,2,1,0,0.2,3,0,0,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,3,2,2.721928095,0,0,0.555555556,0.333333333,0.090909091,2.904761905,21,0
66,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4.411839484,0,0,0,0,0.227272727,4.583333333,12,0
31,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.616874606,0,0,0,0,0.064516129,3.375,8,0
63,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.023713853,0,0,0,0,0,6.111111111,9,0
38,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.29359429,0,0,0,0,0.184210526,4.714285714,7,0
36,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.95003203,0,0,0,0,0,5.166666667,6,0
17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.969815782,0,0,0,0,0,7.5,2,0
44,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.498871107,0,0,0,0,0.045454545,3,12,0
63,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.321928095,5,4.368884071,0,0,0.5,0.166666667,0.142857143,3.769230769,13,3
65,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4.185443345,0,0,0,0,0,5.5,10,0
83,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4.437654795,0,0,0,0,0,6.636363636,11,0
188,0,0,25,0,1,0,0,0,0,0,0,0,0,1,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.237237801,0,0,0,0,0,5.714285714,28,0
31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.756795811,0,0,0,0,0,6.75,4,0
40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.969815782,1,3.056564762,0,0,0.611111111,0.333333333,0,8.75,4,1
86,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,8,63,0,0,0.326086957,6,1,0,0,1,0,1,1,0,4,0,0,0.326086957,6,1,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,3.459431619,6,4.344324318,0,0,0.583333333,0.333333333,0.093023256,5.071428571,14,0
21,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.558518613,0,0,0,0,0,4.25,4,0
103,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4.285071372,0,0,0,0,0.077669903,4.421052632,19,0
33,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.922589574,0,0,0,0,0,4.666666667,6,0
43,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.005483733,0,0,0,0,0,13.33333333,3,0
60,0,1,2,1,3,0,1,0,0,0,0,0,0,1,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.833663121,0,0,0,0,0.033333333,4.636363636,11,0
